setup,class,ticker,signal_date,signal_idx,entry_idx,is_example,entry_close,adr,stop,outcome,reason,bars,move_adr
bf,breakout,PI,2024-05-08,1094,1095,0,158.49,7.805214285714281,157.41,BE,ratchet_hit,12.0,0.0
bf,breakout,SYNA,2021-02-03,274,275,0,106.87,3.6746428571428567,101.33,WIN,exit_fired,61.0,7.736806297988146
bf,breakout,GM,2021-02-04,275,276,0,52.3725,1.9629206047800787,52.1222362617166,WIN,earnings_flat_favorable,2.0,0.8091004782019388
bf,breakout,MU,2021-02-04,275,276,0,79.0958,2.9565137778054407,78.72519082614056,BE,ratchet_hit,33.0,0.0
bf,breakout,MU,2025-09-30,1443,1444,1,181.8861,5.822266379064351,165.26022261872083,WIN,exit_fired,34.0,7.973819296028276
bf,breakout,AVAV,2021-02-05,276,277,0,132.08,7.09097857142857,123.78,WIN,exit_fired,6.0,-0.35397089057827275
bf,breakout,CLFD,2021-02-05,276,277,0,34.57,2.4506357142857147,33.51,LOSS,stop_hit,2.0,-0.4325408275986706
bf,breakout,CLFD,2021-10-26,458,459,0,54.49,2.0528428571428585,52.4368,WIN,earnings_flat_favorable,5.0,2.630498472501546
bf,breakout,LFMD,2021-02-05,276,277,0,26.65,3.8750000000000004,22.8,LOSS,stop_hit,10.0,-0.9935483870967735
bf,breakout,SHAK,2021-02-05,276,277,0,122.27,7.877071428571429,116.01,LOSS,stop_hit,10.0,-0.7947115951359721
bf,breakout,TBCH,2021-02-08,277,278,0,31.49,1.9452857142857138,30.8,LOSS,stop_hit,1.0,-0.3547036792244977
bf,breakout,SEED,2021-02-09,278,279,0,18.88,1.929285714285715,18.45,LOSS,stop_hit,1.0,-0.22288041466123637
bf,breakout,KBH,2021-02-10,279,280,0,41.3754,1.652777877448639,40.55177875195706,LOSS,stop_hit,1.0,-0.49832543094922604
bf,breakout,SWKS,2021-02-10,279,280,0,163.9548,6.5862676698589775,160.02009326128416,LOSS,stop_hit,6.0,-0.5974106938778718
bf,breakout,NMM,2021-02-17,283,284,0,16.7229,1.4420465880204627,16.083067304347825,LOSS,stop_hit,3.0,-0.4436976592625141
bf,breakout,NMM,2021-02-19,285,286,0,17.1979,1.341020581391957,16.887678579481403,LOSS,stop_hit,1.0,-0.2313323336145918
bf,breakout,UEC,2021-02-19,285,286,0,2.44,0.18821428571428572,2.43,LOSS,stop_hit,1.0,-0.05313092979127021
bf,breakout,UEC,2021-03-25,309,310,0,3.05,0.3053571428571429,2.78,LOSS,stop_hit,1.0,-0.8842105263157894
bf,breakout,UEC,2021-11-02,463,464,0,4.38,0.3131142857142857,3.99,BE,ratchet_hit,12.0,0.0
bf,breakout,ARCB,2021-02-22,286,287,0,55.1473,2.1038695323596452,54.16912561984787,WIN,earnings_flat_favorable,48.0,8.545777066239934
bf,breakout,ARCB,2021-09-24,436,437,0,77.4361,2.875815053019686,74.96275909607374,LOSS,stop_hit,2.0,-0.8600486673609903
bf,breakout,ENVA,2021-02-22,286,287,0,29.64,1.417664285714286,28.21,WIN,exit_fired,15.0,4.655545086737239
bf,breakout,HGV,2021-02-26,290,291,0,41.84,1.6378571428571445,39.12,LOSS,stop_hit,3.0,-1.6607064980375075
bf,breakout,MGM,2021-03-02,292,293,0,38.8098,1.587531254769394,38.32005490600052,LOSS,stop_hit,1.0,-0.3084947729552713
bf,breakout,MGM,2021-03-08,296,297,0,37.463,1.891857111674527,37.27808391141943,LOSS,stop_hit,1.0,-0.09774315800039363
bf,breakout,LYV,2021-03-02,292,293,0,91.75,3.7932142857142828,88.81,LOSS,stop_hit,1.0,-0.7750682609923736
bf,breakout,PRIM,2021-03-01,291,292,0,33.3255,1.3128153656563843,33.19061795316565,WIN,exit_fired,10.0,3.852864715268657
bf,breakout,URBN,2021-03-01,291,292,0,33.77,1.6771428571428566,33.46,LOSS,stop_hit,1.0,-0.18483816013628762
bf,breakout,URI,2021-03-01,291,292,0,283.5393,11.950686331996154,282.5729742553337,LOSS,stop_hit,2.0,-0.08085943499990826
bf,breakout,ASIX,2021-03-03,293,294,0,24.5179,1.5016594509558492,24.345749186991874,WIN,exit_fired,8.0,0.4283927355103856
