setup,direction,ticker,cluster_leftmost,cluster_rightmost,cluster_size,is_winner,rightmost_date,rightmost_close,adr14,bar_f1_max,bar_f2_max,had_earnings,race_bars,max_fav_adr,max_adv_adr,bars_to_fav,bars_to_adv,rule_pass,t1,t2
bf,long,VCEL,234,234,1,0,2020-12-04,25.13,1.0732142857142855,,80.6875,1,53,26.882143094841936,0.661564059900164,47,1,0,1.27802734375,54.36875
bf,long,ARAY,235,235,1,0,2020-12-07,4.21,0.27807857142857134,,49.53125,1,33,4.279366057897308,0.8990264827515351,29,14,0,1.27802734375,54.36875
bf,long,RVLV,238,238,1,0,2020-12-10,24.4,1.352357142857143,,62.09375,1,49,12.23049701579253,0.8133946020176395,30,1,0,1.27802734375,54.36875
bf,long,RVLV,1241,1241,1,0,2024-12-06,37.17,1.801142857142857,0.1375732421875,17.65625,1,51,1.3369289340101531,5.14673223350254,7,50,0,1.27802734375,54.36875
bf,long,ARLO,239,239,1,0,2020-12-11,7.99,0.8793428571428574,,31.84375,1,47,2.8430321343860667,1.0677291483900315,34,47,0,1.27802734375,54.36875
bf,long,ESTC,239,239,1,0,2020-12-11,141.48,5.977121428571429,,45.65625,1,48,5.857334574574242,0.9017718753771798,25,14,0,1.27802734375,54.36875
bf,long,QTWO,239,239,1,0,2020-12-11,116.86,3.2929999999999993,,44.46875,1,43,9.62648041299727,-0.1366535074400252,40,1,0,1.27802734375,54.36875
bf,long,TAN,239,239,1,0,2020-12-11,83.2306,2.8915892781072867,,68.5625,0,60,14.529492008073468,1.0038328289087293,28,56,0,1.27802734375,54.36875
bf,long,TBHC,241,242,2,0,2020-12-16,18.42,1.8152357142857143,,64.625,1,57,7.859089531859303,1.267053078506137,50,12,0,1.27802734375,54.36875
bf,long,AGYS,243,243,1,0,2020-12-17,40.56,1.6092857142857138,,55.0625,1,24,5.0767865068797144,2.4110075454948983,24,10,0,1.27802734375,54.36875
bf,long,SNBR,245,245,1,0,2020-12-21,84.4,4.251064285714287,,69.9375,1,37,11.57592468440676,2.1923921572580993,36,8,0,1.27802734375,54.36875
bf,long,SNBR,254,254,1,1,2021-01-05,82.59,4.423921428571431,,73.25,1,28,11.53275455357157,-0.05425051142409089,27,1,0,1.27802734375,54.36875
bf,long,MTA,246,246,1,0,2020-12-22,11.3721,0.6638332092992719,,40.75,0,60,3.102504576103183,5.110812405387239,7,49,0,1.27802734375,54.36875
bf,long,MTA,251,251,1,0,2020-12-30,11.5313,0.6472752801434863,,40.75,0,60,2.9359155647022224,5.48750602743142,2,44,0,1.27802734375,54.36875
bf,long,CDE,249,249,1,0,2020-12-28,9.86,0.5828571428571426,,21.078125,1,33,4.700980392156865,3.997549019607843,23,20,0,1.27802734375,54.36875
bf,long,AMRC,250,251,2,0,2020-12-30,51.8,2.570385714285713,,54.25,1,39,7.179856275044882,0.8247789381249055,28,2,0,1.27802734375,54.36875
bf,long,AMRC,263,263,1,0,2021-01-19,57.53,3.1961357142857136,,50.40625,1,27,3.981370360189424,1.3109580989543173,16,6,0,1.27802734375,54.36875
