setup,ticker,cluster_leftmost,cluster_rightmost,cluster_size,is_winner,outcome,reason,bars_to_outcome,profit_adr,ref_price,ref_idx,adr,had_earnings,entry_idx,rule_pass
bf,BLDP,252,252,1,0,WIN,exit_fired,23,13.479523098170755,23.82,252,1.267107142857142,1,255.0,0
bf,BLDP,254,254,1,1,WIN,exit_fired,23,13.460591575520343,23.2398,254,1.3119928571428565,1,255.0,0
bf,BLDP,1452,1452,1,0,BE,breakout_too_far,0,0.0,3.66,1452,0.2506428571428572,0,,0
bf,IZEA,252,252,1,0,BE,breakout_too_far,0,0.0,7.92,252,0.9571714285714287,0,,0
bf,IZEA,254,254,1,0,BE,breakout_too_far,0,0.0,7.68,254,0.9630857142857143,0,,0
bf,IZEA,256,256,1,1,BE,breakout_too_far,0,0.0,7.44,256,0.9879428571428569,0,,0
bf,WOLF,252,252,1,0,BE,breakout_too_far,0,0.0,109.16742589461755,252,4.614065435517442,0,,0
bf,EH,253,253,1,1,BE,breakout_too_far,0,0.0,22.0,253,2.7346428571428567,0,,0
bf,ENPH,253,253,1,0,WIN,exit_fired,14,0.7708235294117642,179.15,253,10.625000000000004,1,254.0,0
bf,SDGR,229,230,2,0,LOSS,stop_hit,13,-1.0,82.83,230,4.016714285714285,1,232.0,0
bf,BLNK,255,255,1,0,BE,breakout_too_far,0,0.0,45.35,255,6.1637,0,,0
bf,LMND,129,129,1,0,BE,breakout_too_far,0,0.0,123.72,129,11.022857142857147,0,,0
bf,CSIQ,259,259,1,0,BE,no_breakout_within_fw,0,0.0,58.24,259,3.508621428571428,0,,0
bf,CSIQ,261,261,1,0,WIN,exit_fired,4,1.1040581246525591,56.8,261,3.3150428571428563,1,264.0,0
bf,IMMR,259,259,1,0,LOSS,stop_hit,1,-1.0,11.08323947368421,259,0.9459742632519849,1,261.0,0
bf,FFBC,260,261,2,0,LOSS,stop_hit,1,-1.0,16.628710532776825,261,0.5446948473524066,1,263.0,0
bf,DRS,262,262,1,0,LOSS,stop_hit,1,-1.0,10.198763058589872,262,0.6522454228773128,0,264.0,0
bf,PENG,262,262,1,0,BE,breakout_too_far,0,0.0,19.72,262,0.8965464285714285,0,,0
bf,PENG,273,273,1,0,LOSS,stop_hit,1,-1.0,20.055,273,0.6860964285714282,1,275.0,0
bf,TSEM,263,263,1,0,LOSS,stop_hit,3,-1.0,29.93,263,1.0762857142857136,1,264.0,0
bf,TDAY,265,265,1,0,LOSS,stop_hit,1,-1.0,4.13,265,0.3742857142857142,1,266.0,0
bf,TDAY,268,268,1,0,LOSS,stop_hit,1,-1.0,4.3,268,0.33857142857142847,1,269.0,0
bf,GCO,270,270,1,0,LOSS,stop_hit,1,-1.0,39.865,270,2.6575714285714294,1,272.0,0
bf,SPT,271,271,1,0,WIN,earnings_flat_favorable,10,0.3640293114510499,68.65,271,4.230428571428573,1,276.0,0
bf,SPT,412,412,1,0,BE,breakout_too_far,0,0.0,104.84,412,5.210999999999999,0,,0
bf,AXON,272,272,1,0,WIN,exit_fired,8,1.18377321603128,168.0,272,8.768571428571429,1,275.0,0
bf,AXON,274,274,1,1,WIN,exit_fired,8,1.130675909878682,169.06,274,8.242857142857142,1,275.0,0
bf,NIU,272,273,2,0,BE,no_breakout_within_fw,0,0.0,49.59,273,3.8203500000000004,0,,0
